campaign,ad_group,concept,asset_type,position,text,char_count,final_url,status,policy_status
CAREPA_SEARCH_ODONTOLOGIA_V1,Odontologo_Valoracion,B_CLARITY,headline,4,Opciones Según Tu Caso,22,https://www.dranatalyjimenez.com/c/valoracion?utm_source=google&utm_medium=cpc&utm_campaign=search_odontologo_valoracion_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Odontologo_Valoracion,B_CLARITY,headline,5,Decide con Información,22,https://www.dranatalyjimenez.com/c/valoracion?utm_source=google&utm_medium=cpc&utm_campaign=search_odontologo_valoracion_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Odontologo_Valoracion,B_CLARITY,description,1,Revisa servicios y conoce cómo dar un primer paso informado para tu salud oral.,79,https://www.dranatalyjimenez.com/c/valoracion?utm_source=google&utm_medium=cpc&utm_campaign=search_odontologo_valoracion_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Odontologo_Valoracion,B_CLARITY,description,2,Un equipo real y cercano te orienta según lo que se observe en la valoración.,77,https://www.dranatalyjimenez.com/c/valoracion?utm_source=google&utm_medium=cpc&utm_campaign=search_odontologo_valoracion_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Odontologo_Valoracion,C_ACTION,headline,1,Consulta Disponibilidad,23,https://www.dranatalyjimenez.com/c/valoracion?utm_source=google&utm_medium=cpc&utm_campaign=search_odontologo_valoracion_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Odontologo_Valoracion,C_ACTION,headline,2,Atención con Cita Previa,24,https://www.dranatalyjimenez.com/c/valoracion?utm_source=google&utm_medium=cpc&utm_campaign=search_odontologo_valoracion_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Odontologo_Valoracion,C_ACTION,headline,3,Habla con Nuestro Equipo,24,https://www.dranatalyjimenez.com/c/valoracion?utm_source=google&utm_medium=cpc&utm_campaign=search_odontologo_valoracion_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Odontologo_Valoracion,C_ACTION,headline,4,Información por WhatsApp,24,https://www.dranatalyjimenez.com/c/valoracion?utm_source=google&utm_medium=cpc&utm_campaign=search_odontologo_valoracion_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Odontologo_Valoracion,C_ACTION,headline,5,Consultorio en Carepa,21,https://www.dranatalyjimenez.com/c/valoracion?utm_source=google&utm_medium=cpc&utm_campaign=search_odontologo_valoracion_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Odontologo_Valoracion,C_ACTION,description,1,Consulta disponibilidad por WhatsApp y conoce la información antes de agendar.,78,https://www.dranatalyjimenez.com/c/valoracion?utm_source=google&utm_medium=cpc&utm_campaign=search_odontologo_valoracion_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Odontologo_Valoracion,C_ACTION,description,2,Atención con cita previa en Carepa. Escríbenos si deseas solicitar orientación.,79,https://www.dranatalyjimenez.com/c/valoracion?utm_source=google&utm_medium=cpc&utm_campaign=search_odontologo_valoracion_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,A_INTENT,headline,1,Urgencias Dentales Carepa,25,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,A_INTENT,headline,2,Orientación Dental Carepa,25,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,A_INTENT,headline,3,Atención Odontológica,21,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,A_INTENT,headline,4,Primero Debemos Valorar,23,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,A_INTENT,headline,5,Revisión Profesional,20,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,A_INTENT,description,1,"Ante una molestia dental, consulta disponibilidad y orientación con el equipo.",78,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,A_INTENT,description,2,Cada situación debe valorarse antes de indicar el manejo apropiado para el caso.,80,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,B_CLARITY,headline,1,Conoce Cómo Empezar,19,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,B_CLARITY,headline,2,Atención Clara y Cercana,24,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,B_CLARITY,headline,3,Primero Valorar y Orientar,26,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,B_CLARITY,headline,4,Opciones Según Tu Caso,22,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,B_CLARITY,headline,5,Decide con Información,22,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,B_CLARITY,description,1,Conoce el proceso para solicitar orientación odontológica responsable en Carepa.,80,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,B_CLARITY,description,2,El equipo revisa disponibilidad y orienta el siguiente paso de forma responsable.,81,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,C_ACTION,headline,1,Consulta Disponibilidad,23,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,C_ACTION,headline,2,Atención con Cita Previa,24,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,C_ACTION,headline,3,Habla con Nuestro Equipo,24,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,C_ACTION,headline,4,Información por WhatsApp,24,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,C_ACTION,headline,5,Consultorio en Carepa,21,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,C_ACTION,description,1,Solicita información por WhatsApp. La valoración define el siguiente paso.,74,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Urgencias,C_ACTION,description,2,Evita el autotratamiento y consulta cómo recibir una revisión profesional.,74,https://www.dranatalyjimenez.com/c/urgencias?utm_source=google&utm_medium=cpc&utm_campaign=search_urgencias_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,A_INTENT,headline,1,Limpieza Dental en Carepa,25,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,A_INTENT,headline,2,Higiene Oral en Carepa,22,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,A_INTENT,headline,3,Cuidado Preventivo Dental,25,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,A_INTENT,headline,4,Consulta por Limpieza,21,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,A_INTENT,headline,5,Profilaxis Dental Carepa,24,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,A_INTENT,description,1,Conoce el servicio de limpieza dental y solicita orientación en Carepa.,71,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,A_INTENT,description,2,"La valoración ayuda a revisar dientes, encías y el cuidado apropiado para el caso.",82,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,B_CLARITY,headline,1,Conoce Cómo Empezar,19,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,B_CLARITY,headline,2,Atención Clara y Cercana,24,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,B_CLARITY,headline,3,Primero Valorar y Orientar,26,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,B_CLARITY,headline,4,Opciones Según Tu Caso,22,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,B_CLARITY,headline,5,Decide con Información,22,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,B_CLARITY,description,1,La prevención comienza con información clara y una revisión profesional.,72,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,B_CLARITY,description,2,Revisa cómo empezar y conoce opciones de higiene oral según tu valoración.,74,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,C_ACTION,headline,1,Consulta Disponibilidad,23,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,C_ACTION,headline,2,Atención con Cita Previa,24,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,C_ACTION,headline,3,Habla con Nuestro Equipo,24,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,C_ACTION,headline,4,Información por WhatsApp,24,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,C_ACTION,headline,5,Consultorio en Carepa,21,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,C_ACTION,description,1,Consulta disponibilidad por WhatsApp antes de solicitar tu cita de limpieza.,76,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Limpieza,C_ACTION,description,2,Atención con cita previa. Conoce el consultorio y conversa con nuestro equipo.,78,https://www.dranatalyjimenez.com/c/limpieza?utm_source=google&utm_medium=cpc&utm_campaign=search_limpieza_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,A_INTENT,headline,1,Ortodoncia en Carepa,20,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,A_INTENT,headline,2,Valoración de Ortodoncia,24,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,A_INTENT,headline,3,Opciones de Ortodoncia,22,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,A_INTENT,headline,4,Revisión de Tu Mordida,22,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,A_INTENT,headline,5,Alineación Dental Carepa,24,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,A_INTENT,description,1,Conoce opciones de ortodoncia a partir de una valoración profesional en Carepa.,79,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,A_INTENT,description,2,"Cada plan depende de la alineación, la mordida y las necesidades observadas.",76,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,B_CLARITY,headline,1,Conoce Cómo Empezar,19,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,B_CLARITY,headline,2,Atención Clara y Cercana,24,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,B_CLARITY,headline,3,Primero Valorar y Orientar,26,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,B_CLARITY,headline,4,Opciones Según Tu Caso,22,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,B_CLARITY,headline,5,Decide con Información,22,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,B_CLARITY,description,1,Infórmate sobre el punto de partida antes de elegir una alternativa de ortodoncia.,82,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,B_CLARITY,description,2,"La valoración permite explicar opciones, pasos y expectativas de forma responsable.",83,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,C_ACTION,headline,1,Consulta Disponibilidad,23,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,C_ACTION,headline,2,Atención con Cita Previa,24,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,C_ACTION,headline,3,Habla con Nuestro Equipo,24,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,C_ACTION,headline,4,Información por WhatsApp,24,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,C_ACTION,headline,5,Consultorio en Carepa,21,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,C_ACTION,description,1,Consulta disponibilidad por WhatsApp y solicita información para una valoración.,80,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Ortodoncia,C_ACTION,description,2,Conoce al equipo y revisa cómo empezar tu consulta de ortodoncia en Carepa.,75,https://www.dranatalyjimenez.com/c/ortodoncia?utm_source=google&utm_medium=cpc&utm_campaign=search_ortodoncia_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,A_INTENT,headline,1,Diseño de Sonrisa Carepa,24,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,A_INTENT,headline,2,Opciones para Tu Sonrisa,24,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,A_INTENT,headline,3,Cuidado Estético Dental,23,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,A_INTENT,headline,4,Primero Una Valoración,22,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,A_INTENT,headline,5,Tu Sonrisa Es Única,19,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,A_INTENT,description,1,Explora opciones estéticas con orientación profesional y expectativas realistas.,80,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,A_INTENT,description,2,Cada resultado depende del caso; una valoración permite conocer alternativas.,77,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_a_intent,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,B_CLARITY,headline,1,Conoce Cómo Empezar,19,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,B_CLARITY,headline,2,Atención Clara y Cercana,24,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
